village_name,pincode,post_so_name,taluka name,District_name,state name
Lilar,389154,"Katwara S.O,Katwara S.O",Dohad,Dahod,Gujarat
Lilia,365535,"Liliya S.O,Liliya S.O",Lilia,Amreli,Gujarat
Limaj,392150,"Jambusar S.O,Jambusar S.O",Jambusar,Bharuch,Gujarat
Limbada,394405,Velachha S.O,Mangrol,Surat,Gujarat
Limbdi Dhar,362110,"Bilkha S.O,Bilkha S.O",#N/A,#N/A,#N/A
Limboi,385421,"Memadpur S.O,Memadpur S.O",Vadgam,Banaskantha,Gujarat
Limbvan,394445,"Umarpada S.O,Umarpada S.O",Umarpada,Surat,Gujarat
Limdapura,388360,"Samarkha S.O,Samarkha S.O",#N/A,#N/A,#N/A
Limet,393120,"Umalla S.O,Umalla S.O",Jhagadia,Bharuch,Gujarat
Limgamda,385360,"Varahi S.O,Varahi S.O",Santalpur,Patan,Gujarat
Limodara,393110,"Limodara B.O, Jhagadia S.O",Jhagadia,Bharuch,Gujarat
Limodara,394110,"Kim S.O,Kim S.O",Mangrol,Junagadh,Gujarat
Limpura,391120,"Bujetha B.O, Tilakwada S.O",Tilakwada,Narmada,Gujarat
Lindiat,394110,"Kim S.O,Kim S.O",#N/A,#N/A,#N/A
LINGSHALI BO,391210,"Kandari S.O,Kandari S.O",Karjan,Vadodara,Gujarat
Lodhapura,385535,"Disa Mukhya Dak Ghar S.O,Disa Mukhya Dak Ghar S.O",Deesa,Banaskantha,Gujarat
Lodhiyana Pahadiya,383345,"Malpur S.O,Malpur S.O",#N/A,#N/A,#N/A
Lodpa,385505,"Dantiwada Colony S.O,Dantiwada Colony S.O",Dantiwada,Banaskantha,Gujarat
Lonkotda,364490,"Vasavad S.O,Vasavad S.O",Babra,Amreli,Gujarat
Lothal,382230,"Lothal Bhurkhi RS S.O,Lothal Bhurkhi RS S.O",Dholka,Ahmedabad,Gujarat
Ludiya,370510,"Khavda S.O,Khavda S.O",Bhuj,Kutch,Gujarat
Luharna Muvada,389250,"Diwda Colony S.O,Diwda Colony S.O",Kadana,Mahisagar,Gujarat
Luharvad,394440,"Luharvad B.O, Zankhvav S.O",Mandvi,Surat,Gujarat
Luharwad falia,394440,"Zankhvav S.O,Zankhvav S.O",#N/A,#N/A,#N/A
LUNANDRA,391761,"Rustampura S.O (Vadodara),Rustampura S.O (Vadodara)",#N/A,#N/A,#N/A
Lunasan,382715,"Kadi S.O,Kadi S.O",Kadi,Mehsana,Gujarat
Lunava,385535,"Disa Mukhya Dak Ghar S.O,Disa Mukhya Dak Ghar S.O",Deesa,Banaskantha,Gujarat
Lunghiya,365645,"Bhader S.O,Bhader S.O",Bagasara,Amreli,Gujarat
Luni-Dhar,365460,"Lunidhar S.O,Lunidhar S.O",Kunkavav Vadia,Amreli,Gujarat
Lusadiya,383251,"Lusadia S.O,Lusadia S.O",Bhiloda,Aravalli,Gujarat
Luwara,392210,"Nabipur S.O,Nabipur S.O",Bharuch,Bharuch,Gujarat
Machamadi,393135,"Valia S.O,Valia S.O",Jhagadia,Bharuch,Gujarat
Machhang Moti,382315,"Rakhial RS S.O,Rakhial RS S.O",Dehgam,Gandhinagar,Gujarat
Machhang Nani,382315,"Rakhial RS S.O,Rakhial RS S.O",#N/A,#N/A,#N/A
Machhasara,392110,"Machhasara B.O,Amod S.O",Amod,Bharuch,Gujarat
Machhava,384130,"Kahoda S.O,Kahoda S.O",Kheralu,Mehsana,Gujarat
MACHHLIPURA,391510,"Jarod S.O,Jarod S.O",Vaghodia,Vadodara,Gujarat
mada,385535,"Disa Mukhya Dak Ghar S.O,Disa Mukhya Dak Ghar S.O",#N/A,#N/A,#N/A
Madafar,392040,"Madafar B.O, Tankari S.O",Jambusar,Bharuch,Gujarat
Madali,385566,"Dhima S.O,Dhima S.O",Vav,Banaskantha,Gujarat
Madan Ghoda,394440,"Zankhvav S.O,Zankhvav S.O",Mandvi,Kutch,Gujarat
Madana B.O.,385510,"Chandisar S.O,Chandisar S.O",Palanpur,Banaskantha,Gujarat
Madanpada,394440,"Umarzar B.O,Zankhvav S.O",Umarpada,Surat,Gujarat
Madanpura,370460,"Koday S.O,Koday S.O",Mandvi,Kutch,Gujarat
Madapura,382308,"Bahiyal S.O,Bahiyal S.O",Dehgam,Gandhinagar,Gujarat
Madaripura,382305,"Dehgam S.O,Dehgam S.O",#N/A,#N/A,#N/A
Madhanpura,385540,"Junadisa S.O,Junadisa S.O",Deesa,Banaskantha,Gujarat
Madhasan,384340,"Sudasana S.O,Sudasana S.O",Satlasana,Mehsana,Gujarat
Madhavpara,393135,"Valia S.O,Valia S.O",Jhagadia,Bharuch,Gujarat
Madhi Ashram,382870,"Vijapur S.O,Vijapur S.O",Vijapur,Mehsana,Gujarat
Madhuban,396240,"Dapada B.O,Karad Daman Project S.O",Kaprada,Valsad,Gujarat
Madhugadh,384325,"Kheralu S.O,Kheralu S.O",Kheralu,Mehsana,Gujarat
Madhugadh (Nalu),384325,"Kheralu S.O,Kheralu S.O",Kheralu,Mehsana,Gujarat
Madhvad,362720,"Kodinar S.O,Kodinar S.O",Kodinar,Gir Somnath,Gujarat
maganpuri,389320,"Derol R S S.O,Derol R S S.O",#N/A,#N/A,#N/A
Magarvada navin area,385410,"Vadgam S.O,Vadgam S.O",Vadgam,Banaskantha,Gujarat
Magdalla Bandar,395007,"Svr College S.O,Svr College S.O",#N/A,#N/A,#N/A
Magdalla BO,395007,"Magdalla BO, Svr College S.O",Surat,Surat,Gujarat
Magdalla Nava,395007,"Svr College S.O,Svr College S.O",#N/A,#N/A,#N/A
Magharikhada,363520,"Chotila S.O,Chotila S.O",Chotila,Surendranagar,Gujarat
Magnad,392150,"Magnad B.O, Jambusar S.O",Jambusar,Bharuch,Gujarat
Maguna,384410,"Maguna B.O, Balol S.O",Mahesana,Mehsana,Gujarat
Mahadevparu,384315,"Visnagar S.O,Visnagar S.O",#N/A,#N/A,#N/A
Mahajan No Wando,385575,"Vav S.O,Vav S.O",#N/A,#N/A,#N/A
Mahamadpor Kamboi,392170,"Kavi S.O,Kavi S.O",Jambusar,Bharuch,Gujarat
Mahamadpura,387620,"Kapadwanj S.O,Kapadwanj S.O",Kapadvanj,Kheda,Gujarat
Mahapara,392150,"Jambusar S.O,Jambusar S.O",Jambusar,Bharuch,Gujarat
Mahapur,389265,"Malvan S.O,Malvan S.O",Kadana,Mahisagar,Gujarat
Mahekub pura,384325,"Kheralu S.O,Kheralu S.O",Kheralu,Mehsana,Gujarat
Mahendipura-(Mahi),385210,"Chhapi S.O,Chhapi S.O",Vadgam,Banaskantha,Gujarat
Maherwada,384130,"Kahoda S.O,Kahoda S.O",Unjha,Mehsana,Gujarat
Mahesana I/E,384002,"Mahesana I E S.O,Mahesana I E S.O",Mahesana,Mehsana,Gujarat
Mahesana ONGC,384003,"Mahesana Ongc Colony S.O,Mahesana Ongc Colony S.O",Mahesana,Mehsana,Gujarat
Mahmadpura (Talegadh),384340,"Sudasana S.O,Sudasana S.O",Satlasana,Mehsana,Gujarat
MAHUDAPURA,391770,"Savli S.O,Savli S.O",Savli,Vadodara,Gujarat
Mahudhala,392020,"Mahudhala B.O, Dayadra S.O",Bharuch,Bharuch,Gujarat
Mahuej,394125,"Hathuran S.O,Hathuran S.O",#N/A,#N/A,#N/A
Mahupada,393050,"Mahupada B.O, Sagbara S.O",Sagbara,Narmada,Gujarat
Mahuvada,393135,"Valia S.O,Valia S.O",Jhagadia,Bharuch,Gujarat
Mai,385120,"Danta Bhavangadh S.O,Danta Bhavangadh S.O",#N/A,#N/A,#N/A
Maidhar,364260,"Pingli B.O, Tana S.O",Palitana,Bhavnagar,Gujarat
Maidkol,385555,"Thara S.O,Thara S.O",Kankrej,Banaskantha,Gujarat
Majethi,360490,"Upleta Lati Plot S.O,Upleta Lati Plot S.O",Upleta,Rajkot,Gujarat
Majevdi,362011,"Majevadi S.O,Majevadi S.O",Junagadh,Junagadh,Gujarat
Makan,392220,Palej S.O,Karjan,Vadodara,Gujarat
Makhinga,394315,"Palsana S.O (Surat),Palsana S.O (Surat)",Palsana,Surat,Gujarat
Makran,393050,"Sagbara S.O,Sagbara S.O",Sagbara,Narmada,Gujarat
Makwana Na Varuna,389190,"Sukhsar S.O,Sukhsar S.O",Fatepura,Dahod,Gujarat
MAL AANKALIYA,391520,"Samlaya R S S.O,Samlaya R S S.O",Savli,Vadodara,Gujarat
Malanajaswapura,385120,"Danta Bhavangadh S.O,Danta Bhavangadh S.O",Danta,Banaskantha,Gujarat
Malanpor,393030,"Hansot S.O,Hansot S.O",Hansot,Bharuch,Gujarat
Malarpur,384325,"Kheralu S.O,Kheralu S.O",Kheralu,Mehsana,Gujarat
Malavada,387530,"Malavada B.O, Matar S.O",Matar,Kheda,Gujarat
Maldha,394440,"Zankhvav S.O,Zankhvav S.O",Mandvi,Surat,Gujarat
Malek Nes,360545,"Adityana S.O,Adityana S.O",#N/A,#N/A,#N/A
Malekpura,384325,"Kheralu S.O,Kheralu S.O",Kheralu,Mehsana,Gujarat
MALEKPURA,391445,"Ranu S.O,Ranu S.O",Padra,Vadodara,Gujarat
Malekvadar,364070,"Koliyak S.O,Koliyak S.O",Bhavnagar,Bhavnagar,Gujarat
Malgama,395005,"Rander S.O,Rander S.O",Olpad,Surat,Gujarat
Mali Goliya,385550,"Sihori S.O,Sihori S.O",Kankrej,Banaskantha,Gujarat
Malia,362245,"Malia Hatina S.O,Malia Hatina S.O",Malia Hatina,Junagadh,Gujarat
Malia,362250,"Chorvad S.O,Chorvad S.O",Maliya,Morbi,Gujarat
Malipipar,393130,"Netrang S.O,Netrang S.O",Jhagadia,Bharuch,Gujarat
Malipura,385320,"Bhabhar S.O,Bhabhar S.O",Bhabhar,Banaskantha,Gujarat
Maliwas,385505,"Dantiwada Colony S.O,Dantiwada Colony S.O",Dantiwada,Banaskantha,Gujarat
Malj ni muvadi,382308,"Bahiyal S.O,Bahiyal S.O",#N/A,#N/A,#N/A
Maljipara,393110,"Jhagadia S.O,Jhagadia S.O",Jhagadia,Bharuch,Gujarat
Malpor (Dumala),393120,"Umalla S.O,Umalla S.O",Jhagadia,Bharuch,Gujarat
Malpore,392155,"Kora S.O (Bharuch),Kora S.O (Bharuch)",Jambusar,Bharuch,Gujarat
MALU BO,391761,"Rustampura S.O (Vadodara),Rustampura S.O (Vadodara)",Sankheda,Chhota Udaipur,Gujarat
Mama sahebna para,382305,"Dehgam S.O,Dehgam S.O",Dehgam,Gandhinagar,Gujarat
MAMAKANA,382433,"Chaulaj BO, Kuha SO",Daskroi,Ahmedabad,Gujarat
Mamdapura,380058,"Bopal S.O,Bopal S.O",Daskroi,Ahmedabad,Gujarat
Man Marudi,361335,"Dwarka S.O,Dwarka S.O",#N/A,#N/A,#N/A
MANAD,392130,"Dahej S.O,Dahej S.O",Vagra,Bharuch,Gujarat
MANDALA BO,391210,"Kandari S.O,Kandari S.O",#N/A,#N/A,#N/A
Mandali Vill.,382732,"Ambaliasan S.O,Ambaliasan S.O",Mahesana,Mehsana,Gujarat
Mandalikharod,382840,"Mandali B.O,Ladol S.O",Vijapur,Mehsana,Gujarat
Mandan(Boria),394440,"Mandan Boria B.O,Zankhvav S.O",Mangrol,Surat,Gujarat
Mandlop,384220,"Chanasma S.O,Chanasma S.O",Chanasma,Patan,Gujarat
Mandvabuzarg,393001,"Mandvabuzarg B.O, Ankleshwar S.O",Anklesvar,Bharuch,Gujarat
Mandvabuzarg,393010,"O.N.G.C. Colony S.O,O.N.G.C. Colony S.O",Anklesvar,Bharuch,Gujarat
Mangleshwar,392030,"Mangleshwar B.O, Shuklatirth S.O",Bharuch,Bharuch,Gujarat
Mangunda,361335,"Dwarka S.O,Dwarka S.O",#N/A,#N/A,#N/A
Manharpur I,360006,"Madhapar B.O,Rajkot Bhomeshwar Plot S.O",Rajkot,Rajkot,Gujarat
Manharpur II,360006,"Rajkot Bhomeshwar Plot S.O,Rajkot Bhomeshwar Plot S.O",Rajkot,Rajkot,Gujarat
Mani Chanol,360110,"Paddhari S.O,Paddhari S.O",Paddhari,Rajkot,Gujarat
MANI NAGAR,391520,"Samlaya R S S.O,Samlaya R S S.O",Savli,Vadodara,Gujarat
Mani pura,384421,"Jhotana S.O,Jhotana S.O",Mahesana,Mehsana,Gujarat
Mani pura,384421,"Jhotana S.O,Jhotana S.O",#N/A,#N/A,#N/A
Maninagar (Soja),382735,"Nardipur S.O,Nardipur S.O",#N/A,#N/A,#N/A
Manipura,382150,"Manipura B.O, Viramgam S.O",Viramgam,Ahmedabad,Gujarat
MANIPURA,391770,"Rasulpur B.O, Savli S.O",Savli,Vadodara,Gujarat
Manjola,392035,"Sarbhan S.O,Sarbhan S.O",Amod,Bharuch,Gujarat
Manka (Chhota Udaipur),391165,"Chhota-udepur S.O,Chhota-udepur S.O",Chhota Udaipur,Chhota Udaipur,Gujarat
Manki,385535,"Disa Mukhya Dak Ghar S.O,Disa Mukhya Dak Ghar S.O",Deesa,Banaskantha,Gujarat
MANKODIAPURA,391770,"Savli S.O,Savli S.O",Savli,Vadodara,Gujarat
Manmohan nagar,382210,"Sarkhej S.O,Sarkhej S.O",Daskroi,Ahmedabad,Gujarat
MANORPURA,391520,"Samlaya R S S.O,Samlaya R S S.O",Savli,Vadodara,Gujarat
Manpura (Un),385560,"Un S.O (Banaskantha),Un S.O (Banaskantha)",Kankrej,Banaskantha,Gujarat
Manpura Bhabhar,385320,"Bhabhar S.O,Bhabhar S.O",Bhabhar,Banaskantha,Gujarat
Mansar,363330,"Halvad S.O,Halvad S.O",Halvad,Morbi,Gujarat
Maretha,390013,"Maneja S.O,Maneja S.O",Vadodara,Vadodara,Gujarat
Marghakui,388230,"Kalsar S.O,Kalsar S.O",Thasra,Kheda,Gujarat
Martoli,384430,"Santhal S.O,Santhal S.O",Mahesana,Mehsana,Gujarat
Masinpura,385410,"Vadgam S.O,Vadgam S.O",#N/A,#N/A,#N/A
Mastupur,383430,"Idar S.O,Idar S.O",Idar,Sabarkantha,Gujarat
Matana,362275,"Sutrapada S.O,Sutrapada S.O",Sutrapada,Gir Somnath,Gujarat
Math Bhojayat,383434,"Verabar S.O,Verabar S.O",Vadali,Sabarkantha,Gujarat
Math Kampa,383434,"Verabar S.O,Verabar S.O",#N/A,#N/A,#N/A
Mathura Thana,362110,"Bilkha S.O,Bilkha S.O",#N/A,#N/A,#N/A
Matied,393020,"Matied B.O, Sajod S.O",Anklesvar,Bharuch,Gujarat
Maulipada,394445,"Umarpada S.O,Umarpada S.O",Umarpada,Surat,Gujarat
Mauza,393130,"Mauza B.O,Netrang S.O",Valia,Bharuch,Gujarat
Mavadi,360004,"Rajkot Postal Colony S.O,Rajkot Postal Colony S.O",Rajkot,Rajkot,Gujarat
Mavali,391160,"Pavijetpur S.O,Pavijetpur S.O",#N/A,#N/A,#N/A
Maya,395005,"Rander S.O,Rander S.O",#N/A,#N/A,#N/A
Medadapura,382850,"Pilvai S.O,Pilvai S.O",Vijapur,Mehsana,Gujarat
Meghpar (Borichi),370110,"Anjar S.O,Anjar S.O",Anjar,Kutch,Gujarat
Mehmedabad Muvada,387335,"Mahudha S.O,Mahudha S.O",Mahudha,Kheda,Gujarat
Mela,393135,"Mela B.O,Valia S.O",Valia,Bharuch,Gujarat
Melasana,382016,"(Gandhinagar) Sector 17 S.O,(Gandhinagar) Sector 17 S.O",Sanand,Ahmedabad,Gujarat
Melasana,382110,"Kundal B.O, Sanand S.O,",Sanand,Ahmedabad,Gujarat
Memad pura,384421,"Jhotana S.O,Jhotana S.O",Mahesana,Mehsana,Gujarat
Meman Vandh,370640,"Jakhau S.O,Jakhau S.O",Abdasa,Kutch,Gujarat
Memar,382240,"Koth S.O,Koth S.O",Bavla,Ahmedabad,Gujarat
MENPURA BO,391210,"Kandari S.O,Kandari S.O",#N/A,#N/A,#N/A
meruni muvadi,389330,"Kalol S.O (Panch Mahals),Kalol S.O (Panch Mahals)",Kalol,Panchmahal,Gujarat
Mesanka,364505,"Gariyadhar S.O,Gariyadhar S.O",Gariadhar,Bhavnagar,Gujarat
Meshra,385320,"Bhabhar S.O,Bhabhar S.O",Bhabhar,Banaskantha,Gujarat
METHAD,391445,"Ranu S.O,Ranu S.O",#N/A,#N/A,#N/A
Methli,365220,"Damnagar S.O,Damnagar S.O",Lathi,Amreli,Gujarat
Metoda,360021,"Rajkot Metoda Gidc S.O,Rajkot Metoda Gidc S.O",Lodhika,Rajkot,Gujarat
Metoda,360110,"Paddhari S.O,Paddhari S.O",Paddhari,Rajkot,Gujarat
Mevanagar,370625,"Ravapar S.O,Ravapar S.O",#N/A,#N/A,#N/A
MEVLIPURA,391770,"Savli S.O,Savli S.O",Savli,Vadodara,Gujarat
Mirapor,393135,"Valia S.O,Valia S.O",Valia,Bharuch,Gujarat
Mirapura,382830,"Kukarwada S.O,Kukarwada S.O",Vijapur,Mehsana,Gujarat
Mirzapore,394530,"Mor S.O,Mor S.O",Olpad,Surat,Gujarat
Mirzapore Rundhi,394530,"Mor S.O,Mor S.O",#N/A,#N/A,#N/A
Mirzapur,384355,"Vadnagar S.O,Vadnagar S.O",Vadnagar,Mehsana,Gujarat
Mithapur(Dungri),365630,"Chalala S.O,Chalala S.O",Dhari,Amreli,Gujarat
MITHAPURA,391770,"Savli S.O,Savli S.O",Savli,Vadodara,Gujarat
Mithivav,393151,"Kevadia Colony S.O,Kevadia Colony S.O",Nandod,Narmada,Gujarat
Mithivirdi,364120,"Tansa S.O,Tansa S.O",Ghogha,Bhavnagar,Gujarat
Miyagam,391240,"Miyagam Karjan S.O,Miyagam Karjan S.O",Karjan,Vadodara,Gujarat
Miyawadi,394335,"Kadod S.O,Kadod S.O",#N/A,#N/A,#N/A
Mochiyani Muvadi,382308,"Bahiyal S.O,Bahiyal S.O",Dehgam,Gandhinagar,Gujarat
modalia,364530,"Vijpadi S.O,Vijpadi S.O",Savar Kundla,Amreli,Gujarat
Modhrugadh,385510,"Chandisar S.O,Chandisar S.O",Palanpur,Banaskantha,Gujarat
Modipur,384421,"Jhotana S.O,Jhotana S.O",Mahesana,Mehsana,Gujarat
Mahobatgadh,385120,"Motasada B O,",Danta,Banaskantha,Gujarat
Mohan,396105,"Mohan B.O,Bhilad S.O",Umbergaon,Valsad,Gujarat
Mohatpura,385540,"Junadisa S.O,Junadisa S.O",Deesa,Banaskantha,Gujarat
Mokarshi Vandh,370655,"Naliya S.O,Naliya S.O",Abdasa,Kutch,Gujarat
Mokhadi,393130,"Netrang S.O,Netrang S.O",Valia,Bharuch,Gujarat
Mokhamal,394716,"Subir S.O,Subir S.O",Dang,Dang,Gujarat
Mokhdi,393155,"Gora Colony S.O,Gora Colony S.O",Nandod,Narmada,Gujarat
MOR AMBLI,391770,"Savli S.O,Savli S.O",#N/A,#N/A,#N/A
Mor SO,394530,"Mor S.O,Mor S.O",Olpad,Surat,Gujarat
Mor Supada Nes,362530,"Girgadhda S.O,Girgadhda S.O",Una,Gir Somnath,Gujarat
Mora SO,394517,"Mora S.O (Surat),Mora S.O (Surat)",Chorasi,Surat,Gujarat
Moradiyo Nes,360510,"Bhanvad S.O,Bhanvad S.O",#N/A,#N/A,#N/A
Moran,393110,"Jhagadia S.O,Jhagadia S.O",Jhagadia,Bharuch,Gujarat
Morashiya,382245,"Ranpur S.O,Ranpur S.O",#N/A,#N/A,#N/A
Moravi,393050,"Sagbara S.O,Sagbara S.O",Sagbara,Narmada,Gujarat
Moria(N),385120,"Danta Bhavangadh S.O,Danta Bhavangadh S.O",Danta,Banaskantha,Gujarat
Morinokuvo,388335,"Kunjrav S.O,Kunjrav S.O",Anand,Anand,Gujarat
Moriyana,393130,"Netrang S.O,Netrang S.O",Jhagadia,Bharuch,Gujarat
Moriyana,393130,"Netrang S.O,Netrang S.O",Valia,Bharuch,Gujarat
Morjar,370675,"Vithon S.O,Vithon S.O",Nakhatrana,Kutch,Gujarat
Morwa (Hadaf),389115,"Morva Hadaf S.O,Morva Hadaf S.O",Morwa (Hadaf),Panchmahal,Gujarat
Mosam,392140,"Vagra S.O,Vagra S.O",Vagra,Bharuch,Gujarat
Moskut,393041,"Ambawadi S.O (Bharuch),Ambawadi S.O (Bharuch)",Dediapada,Narmada,Gujarat
Mota Agriya,365560,"Mota Agriya B.O, Rajula S.O",Rajula,Amreli,Gujarat
MOTA BHARDA,391761,"Rustampura S.O (Vadodara),Rustampura S.O (Vadodara)",#N/A,#N/A,#N/A
Mota Borsara,394110,"Kim S.O,Kim S.O",#N/A,#N/A,#N/A
Mota Chhaida,364720,"Paliyad S.O,Paliyad S.O",Botad,Botad,Gujarat
Mota Hadmatiya,360055,"Lakhavad Moti B.O, Vinchhiya S.O",Jasdan,Rajkot,Gujarat
MOTA HADMATIYA,362110,"Bilkha S.O,Bilkha S.O",Junagadh,Junagadh,Gujarat
Mota Haripura,382150,"Viramgam S.O,Viramgam S.O",Viramgam,Ahmedabad,Gujarat
Mota Jambuda,393130,"Mota Jambuda B.O, Netrang S.O",Valia,Bharuch,Gujarat
Mota Kandhasar,363520,"Chotila S.O,Chotila S.O",Chotila,Surendranagar,Gujarat
Mota Kapaya,370415,"Kapaya S.O,Kapaya S.O",Mundra,Kutch,Gujarat
Mota Khosadia,395005,"Pinjrat B.O, Rander S.O",Olpad,Surat,Gujarat
Mota Khothasana,384330,"Satlasana S.O,Satlasana S.O",Satlasana,Mehsana,Gujarat
Mota Khuntavada,364280,"Motakhuntavada S.O,Motakhuntavada S.O",Mahuva,Bhavnagar,Gujarat
Mota Limatvada,393145,"Rajpipla S.O,Rajpipla S.O",Nandod,Narmada,Gujarat
Mota Machhiwada,389265,"Malvan S.O,Malvan S.O",Kadana,Mahisagar,Gujarat
Mota Malpara,364295,"Bhadrod S.O,Bhadrod S.O",Mahuva,Bhavnagar,Gujarat
Malpor,393110,"Malpor B.O,Jhagadia S.O",Jhagadia,Bharuch,Gujarat
Mota Mariyampura,387310,"Boriavi S.O,Boriavi S.O",#N/A,#N/A,#N/A
Mota Matra,360055,"Vinchhiya S.O,Vinchhiya S.O",Jasdan,Rajkot,Gujarat
MOTA PASUNIYA,382433,"Kuha S.O,Kuha S.O",#N/A,#N/A,#N/A
Mota Raypara,393145,"Rajpipla S.O,Rajpipla S.O",Nandod,Narmada,Gujarat
Mota Sagavadiya,389240,"Ditwas B.O, Kadana S.O",Kadana,Mahisagar,Gujarat
Mota Sorva,393115,"Mota Sorva B.O, Rajpardi S.O",Jhagadia,Bharuch,Gujarat
Motasukamba,393040,"Motasukamba B.O, Dediapada S.O",Dediapada,Narmada,Gujarat
Mota Vasna,393110,"Indore B.O,Jhagadia S.O",Jhagadia,Bharuch,Gujarat
Mota Zinzavadar,364760,"Ningala S.O,Ningala S.O",Gadhada,Botad,Gujarat
Motali,393001,"Motali B.O, Ankleshwar S.O",Anklesvar,Bharuch,Gujarat
Motali,393010,"O.N.G.C. Colony S.O,O.N.G.C. Colony S.O",Anklesvar,Bharuch,Gujarat
motamanvada,365440,"Bagasra S.O,Bagasra S.O",Bagasara,Amreli,Gujarat
Motamava,360005,"Rajkot Sau Uni Area S.O,Rajkot Sau Uni Area S.O",Rajkot,Rajkot,Gujarat
Mothala,370650,"Mothara S.O,Mothara S.O",Abdasa,Kutch,Gujarat
Mothiya,393030,"Hansot S.O,Hansot S.O",Hansot,Bharuch,Gujarat
Moti Adboli,387110,"Ghodasar S.O (Kheda),Ghodasar S.O (Kheda)",Mehmedabad,Kheda,Gujarat
Moti Bhujpar,370405,"Bhujpur S.O,Bhujpur S.O",Mundra,Kutch,Gujarat
Moti Charel,389230,"Lunawada S.O,Lunawada S.O",Lunawada,Mahisagar,Gujarat
Moti Fokdi,394445,"Umarpada S.O,Umarpada S.O",#N/A,#N/A,#N/A
Moti gundardi,394270,"Hajira S.O,Hajira S.O",Chorasi,Surat,Gujarat
Moti Haldari,394445,"Umarpada S.O,Umarpada S.O",Umarpada,Surat,Gujarat
Moti Hirvani,384325,"Kheralu S.O,Kheralu S.O",Kheralu,Mehsana,Gujarat
Moti Mahudi,385545,"Khimat S.O,Khimat S.O",Dantiwada,Banaskantha,Gujarat
Moti Nesh,394530,"Mor S.O,Mor S.O",Olpad,Surat,Gujarat
Moti pura,385550,"Sihori S.O,Sihori S.O",Kankrej,Banaskantha,Gujarat
Moti Ravi,385545,"Khimat S.O,Khimat S.O",Dhanera,Banaskantha,Gujarat
Moti Sankal,391170,"Kawant S.O,Kawant S.O",Kavant,Chhota Udaipur,Gujarat
Moti Sari,385320,"Bhabhar S.O,Bhabhar S.O",Bhabhar,Banaskantha,Gujarat
Moti Timbli,387110,"Hathnoli B.O, Ghodasar S.O (Kheda)",Mehmedabad,Kheda,Gujarat
Motia,393135,"Valia S.O,Valia S.O",Valia,Bharuch,Gujarat
Motibhalu,384330,"Satlasana S.O,Satlasana S.O",Satlasana,Mehsana,Gujarat
Motived BO,395004,"Katargam S.O,Katargam S.O",Surat,Surat,Gujarat
Motiwada,396185,"Udvada R.S. S.O,Udvada R.S. S.O",Pardi,Valsad,Gujarat
MOTIYAPURA,391745,"Sokhda S.O,Sokhda S.O",Vadodara,Vadodara,Gujarat
Motlifalia,394440,"Zankhvav S.O,Zankhvav S.O",#N/A,#N/A,#N/A
Movada Alias Dharmuru,361335,"Dwarka S.O,Dwarka S.O",Okhamandal,Devbhoomi Dwarka,Gujarat
Mudel Ratanpur,387635,"Chhipdi S.O,Chhipdi S.O",Kathlal,Kheda,Gujarat
Mudhjania,382855,"Pundhara S.O,Pundhara S.O",#N/A,#N/A,#N/A
MUGHATPURA,391510,"Jarod S.O,Jarod S.O",#N/A,#N/A,#N/A
Mukhini muvadi,387635,"Chhipdi S.O,Chhipdi S.O",#N/A,#N/A,#N/A
Muktipur,382425,"Muktipur B.O, Bareja S.O (Ahmedabad)",Daskroi,Ahmedabad,Gujarat
MUKUTNAGAR,391775,"Tundav S.O,Tundav S.O",#N/A,#N/A,#N/A
Muler,392140,"Muler B.O, Vagra S.O",Vagra,Bharuch,Gujarat
Muleshvar Mahadev,385575,"Vav S.O,Vav S.O",Vav,Banaskantha,Gujarat
Muman kubda,384330,"Satlasana S.O,Satlasana S.O",Satlasana,Mehsana,Gujarat
MUNDHELA BO,391510,"Jarod S.O,Jarod S.O",#N/A,#N/A,#N/A
Mungaj,393115,Netrang S.O,Jhagadia,Bharuch,Gujarat
MUNI SEVA ASHRAM,391761,"Rustampura S.O (Vadodara),Rustampura S.O (Vadodara)",Vaghodia,Vadodara,Gujarat
Munjka,360005,"Rajkot Sau Uni Area S.O,Rajkot Sau Uni Area S.O",Rajkot,Rajkot,Gujarat
Munjvaro Nes,360545,"Adityana S.O,Adityana S.O",#N/A,#N/A,#N/A
Muradpor Neja,392170,"Kavi S.O,Kavi S.O",Jambusar,Bharuch,Gujarat
MURAR GAMDI,391243,"POR S.O,POR S.O",#N/A,#N/A,#N/A
Muset (Jamali),391170,"Kawant S.O,Kawant S.O",Kavant,Chhota Udaipur,Gujarat
Muthai,391160,"Pavijetpur S.O,Pavijetpur S.O",Jetpur Pavi,Chhota Udaipur,Gujarat
MUTHIYA,382330,"Naroda I E S.O,Naroda I E S.O",Ahmedabad,Ahmedabad,Gujarat
MUZAFARNAGAR,388510,"Anklav S.O,Anklav S.O",#N/A,#N/A,#N/A
Na rola,382705,"Dangarwa S.O,Dangarwa S.O",#N/A,#N/A,#N/A
NADA BO,391210,"Kandari S.O,Kandari S.O",#N/A,#N/A,#N/A
Nadagkhadi,394715,"Pimpri S.O,Pimpri S.O",Dang,Dang,Gujarat
Nadarkha,392165,"Pakhajan S.O,Pakhajan S.O",Vagra,Bharuch,Gujarat
Nadiad,387001,"Ashram Road -Nadiad S.O,Ashram Road -Nadiad S.O",Nadiad,Kheda,Gujarat
